#DiseaseName	SourceName	ConceptID	SourceID	DiseaseMIM	LastModified	Category
Epigastric auras	Human Phenotype Ontology	C4023506	HP:0011159		16 Feb 2016	Finding
Epigastric pain	Human Phenotype Ontology	C0232493	HP:0410019		04 Apr 2018	Finding
Epignathus	Human Phenotype Ontology	C0266725	HP:0030767		02 Apr 2017	Finding
Epilepsia partialis continua	Human Phenotype Ontology	C0085543	HP:0012847		16 Feb 2016	Finding
Epilepsy benign neonatal dominant form	Office of Rare Diseases		2159		16 Feb 2016	Disease
Epilepsy benign neonatal recessive form	Office of Rare Diseases		2160		16 Feb 2016	Disease
Epilepsy due to perinatal stroke	NCBI for submitter	C4511427			12 Sep 2018	Disease
Epilepsy juvenile absence	Office of Rare Diseases	C2750892	2162	607631	16 Feb 2016	Disease
Epilepsy mental deterioration Finnish type	Office of Rare Diseases		2163		16 Feb 2016	Disease
Epilepsy microcephaly skeletal dysplasia	Office of Rare Diseases		2165		16 Feb 2016	Disease
Epilepsy occipital calcifications	Office of Rare Diseases	C1856930	2166	226810	16 Feb 2016	Disease
Epilepsy telangiectasia	Office of Rare Diseases	C1856929	2168	226850	16 Feb 2016	Disease
Epilepsy with grand mal seizures on awakening	SNOMED CT	C2750893	230414008	607628	16 Feb 2016	Disease
Epilepsy with myoclono-astatic crisis	Office of Rare Diseases		2169		16 Feb 2016	Disease
Epilepsy, benign neonatal, 1, and/or myokymia	NCBI curation				16 Feb 2016	Disease
Epilepsy, benign occipital	Office of Rare Diseases	C1851549	2170	132090	16 Feb 2016	Disease
Epilepsy, childhood absence 1	NCBI curation	C1838604		600131	16 Feb 2016	Disease
Epilepsy, childhood absence 2	NCBI curation	C1843244		607681	16 Feb 2016	Disease
Epilepsy, childhood absence 4	NCBI curation	C1970160			16 Feb 2016	Disease
Epilepsy, childhood absence 5	NCBI curation	C2677087		612269	16 Feb 2016	Disease
Epilepsy, childhood absence 6	NCBI curation	C2749872		611942	16 Feb 2016	Disease
Epilepsy, childhood absence, JRK related	Genetic Testing Registry (GTR)	CN240376	GTR000528053		31 Jan 2017	Disease
Epilepsy, childhood absence, JRK related	Centogene AG - the Rare Disease Company	CN240376			31 Jan 2017	Disease
Epilepsy, early-onset, vitamin b6-dependent	NCBI curation	C4310632		617290	20 Jun 2017	Disease
Epilepsy, familial adult myoclonic 2	NCBI curation	C1842852		607876	16 Feb 2016	Disease
Epilepsy, familial adult myoclonic, 1	NCBI curation	C1832841		601068	16 Feb 2016	Disease
Epilepsy, familial adult myoclonic, 3	NCBI curation	C3150860		613608	16 Feb 2016	Disease
Epilepsy, familial adult myoclonic, 4	NCBI curation	C3554560		615127	16 Feb 2016	Disease
Epilepsy, familial adult myoclonic, 5	NCBI curation	C3809374		615400	16 Feb 2016	Disease
EPILEPSY, FAMILIAL ADULT MYOCLONIC, 6	OMIM	CN252655	618074	618074	03 Aug 2018	Disease
EPILEPSY, FAMILIAL ADULT MYOCLONIC, 7	OMIM	CN252654	618075	618075	03 Aug 2018	Disease
Epilepsy, familial focal, with variable foci 1	NCBI curation	C4551983		604364	20 Jun 2017	Disease
Epilepsy, familial focal, with variable foci 2	NCBI curation	C4310709		617116	20 Jun 2017	Disease
Epilepsy, familial focal, with variable foci 3	NCBI curation	C4310708		617118	20 Jun 2017	Disease
EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 4	OMIM	C4693694	617935	617935	20 Apr 2018	Disease
Epilepsy, familial temporal lobe, 3	NCBI curation	C1968848		611630	24 Aug 2016	Disease
Epilepsy, familial temporal lobe, 4	NCBI curation	C1968847		611631	16 Feb 2016	Disease
Epilepsy, familial temporal lobe, 5	NCBI curation	C3280730		614417	16 Feb 2016	Disease
Epilepsy, familial temporal lobe, 6	NCBI curation	C3810320		615697	16 Feb 2016	Disease
Epilepsy, familial temporal lobe, 7	NCBI curation	C4225327		616436	16 Feb 2016	Disease
Epilepsy, familial temporal lobe, 8	NCBI curation	C4225318		616461	16 Feb 2016	Disease
Epilepsy, focal, SCN3A related	Genetic Testing Registry (GTR)	CN240377	GTR000528053		31 Jan 2017	Disease
Epilepsy, focal, SCN3A related	Centogene AG - the Rare Disease Company	CN240377			31 Jan 2017	Disease
Epilepsy, focal, with speech disorder and with or without mental retardation	NCBI curation	C3806402		245570	24 Aug 2016	Disease
Epilepsy, hearing loss, and mental retardation syndrome	NCBI curation	C4225276		616577	16 Feb 2016	Disease
Epilepsy, hot water, 2	NCBI curation	C3150536		613340	16 Feb 2016	Disease
Epilepsy, idiopathic generalized 1	NCBI curation				16 Feb 2016	Disease
Epilepsy, idiopathic generalized 10	NCBI curation	C2751603		613060	16 Feb 2016	Disease
Epilepsy, idiopathic generalized 2	NCBI curation	C1846992		606972	16 Feb 2016	Disease
Epilepsy, idiopathic generalized 3	NCBI curation	C1837468		608762	16 Feb 2016	Disease
Epilepsy, idiopathic generalized 4	NCBI curation	C1857851		609750	16 Feb 2016	Disease
Epilepsy, idiopathic generalized 5	NCBI curation	C2677808		611934	16 Feb 2016	Disease
Epilepsy, idiopathic generalized 6	NCBI curation	C2677793			16 Feb 2016	Disease
Epilepsy, idiopathic generalized 7	NCBI curation	C2751729		604827	16 Feb 2016	Disease
Epilepsy, idiopathic generalized 8	NCBI curation	C2752062		612899	16 Feb 2016	Disease
Epilepsy, idiopathic generalized 9	NCBI curation	C2750887		607682	16 Feb 2016	Disease
Epilepsy, idiopathic generalized, susceptibility to	NCBI curation				16 Feb 2016	Disease
Epilepsy, idiopathic generalized, susceptibility to, 12	NCBI curation	C3553859		614847	16 Feb 2016	Disease
Epilepsy, idiopathic generalized, susceptibility to, 14	NCBI curation	C4225245		616685	16 Feb 2016	Disease
Epilepsy, idiopathic generalized, susceptibility to, locus on chromosome 8	NCBI curation				16 Feb 2016	Disease
Epilepsy, juvenile absence 2	NCBI curation	C2750895			16 Feb 2016	Disease
Epilepsy, juvenile myoclonic 5	NCBI curation	C4013473		611136	16 Feb 2016	Disease
Epilepsy, juvenile myoclonic 6	NCBI curation	C2750888			16 Feb 2016	Disease
Epilepsy, juvenile myoclonic 7	NCBI curation	C2751604			16 Feb 2016	Disease
Epilepsy, juvenile myoclonic 8	NCBI curation	C2750894			16 Feb 2016	Disease
Epilepsy, juvenile myoclonic 9	NCBI curation	C3280332		614280	16 Feb 2016	Disease
EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 10	OMIM	C4693613	617924	617924	06 Apr 2018	Disease
Epilepsy, lateral temporal lobe, autosomal dominant	NCBI curation	C4551957		600512	16 Feb 2016	Disease
Epilepsy, mitochondrial	NCBI curation	C4016624			16 Feb 2016	Disease
Epilepsy, nocturnal frontal lobe, 5	NCBI curation	C3554306		615005	16 Feb 2016	Disease
Epilepsy, nocturnal frontal lobe, type 1	NCBI curation	C1838049		600513	16 Feb 2016	Disease
Epilepsy, nocturnal frontal lobe, type 2	NCBI curation	C1864125		603204	16 Feb 2016	Disease
Epilepsy, nocturnal frontal lobe, type 3	NCBI curation	C1854335		605375	16 Feb 2016	Disease
Epilepsy, nocturnal frontal lobe, type 4	NCBI curation	C1835905		610353	16 Feb 2016	Disease
Epilepsy, partial, familial	Office of Rare Diseases		2173		16 Feb 2016	Disease
Epilepsy, partial, with pericentral spikes	NCBI curation	C1846609		607221	16 Feb 2016	Disease
Epilepsy, photogenic, with spastic diplegia and mental retardation	NCBI curation	C1856931		226800	16 Feb 2016	Disease
Epilepsy, progressive myoclonic 1A (Unverricht and Lundborg)	Genetic Services Laboratory, University of Chicago	CN233037	NM_000100.3(CSTB):c.67-1G>C		16 Feb 2016	Disease
Epilepsy, progressive myoclonic 2b	NCBI curation	C1850764			16 Feb 2016	Disease
Epilepsy, progressive myoclonic 3	NCBI curation	C2673257		611726	16 Feb 2016	Disease
Epilepsy, progressive myoclonic 4, with or without renal failure	NCBI curation	C0751779		254900	16 Feb 2016	Disease
Epilepsy, progressive myoclonic 5	NCBI curation	CN226157			16 Feb 2016	Disease
Epilepsy, progressive myoclonic 6	UCLA Clinical Genomics Center, UCLA	C3279627		614018	16 Feb 2016	Disease
Epilepsy, progressive myoclonic 7	NCBI curation	C4015420		616187	16 Feb 2016	Disease
Epilepsy, progressive myoclonic 8	NCBI curation	C4015619		616230	16 Feb 2016	Disease
Epilepsy, progressive myoclonic, 10	NCBI curation	C4225258		616640	16 Feb 2016	Disease
Epilepsy, progressive myoclonic, 3, with intracellular inclusions	NCBI curation	C4017260			23 Oct 2016	Disease
Epilepsy, progressive myoclonic, 9	NCBI curation	C4225289		616540	16 Feb 2016	Disease
Epilepsy, progressive myoclonic, with sensory ataxic neuropathy	ClinVar	CN235674			26 May 2016	Disease
Epilepsy, rolandic with paroxysmal exercise-induced dystonia and writer's cramp	Office of Rare Diseases	C1842531	9819	608105	16 Feb 2016	Disease
Epilepsy, X-linked, with variable learning disabilities and behavior disorders	NCBI curation	C1845343		300491	16 Feb 2016	Disease
Epileptic encephalopathy	Human Phenotype Ontology	C0543888	HP:0200134		16 Feb 2016	Finding
Epileptic encephalopathy Lennox-Gastaut type	Office of Rare Diseases	C3807541	9912	606369	16 Feb 2016	Disease
Epileptic encephalopathy, childhood-onset	NCBI curation	C3809278		615369	16 Feb 2016	Disease
epileptic encephalopathy, early infanitle, 1	Genetic Services Laboratory, University of Chicago	CN221281	NM_139058.2(ARX):c.1281C>T		16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 1	Genetic Testing Registry (GTR)	C3463992	GTR000332436	308350	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 19	NCBI curation	C3810400		615744	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 23	NCBI curation	C4014492		615859	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 24	NCBI curation	C4014531		615871	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 25	NCBI curation	C4014621		615905	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 26	NCBI curation	C4015119		616056	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 27	NCBI curation	C4015316		616139	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 28	NCBI curation	C4015519		616211	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 29	NCBI curation	C4225361		616339	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 30	NCBI curation	C4225360		616341	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 31	NCBI curation	C4225357		616346	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 32	NCBI curation	C4225350		616366	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 33	Genetic Services Laboratory, University of Chicago	C4225337	NM_001958.2(EEF1A2):c.364G>A	616409	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 35	NCBI curation	C4225256		616647	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 36	NCBI curation	C3550904		300884	24 Aug 2016	Disease
Epileptic encephalopathy, early infantile, 37	NCBI curation	C4310770		616981	04 Sep 2016	Disease
Epileptic encephalopathy, early infantile, 38	NCBI curation	C4310762		617020	24 Aug 2016	Disease
Epileptic encephalopathy, early infantile, 40	NCBI curation	C4310737		617065	24 Aug 2016	Disease
Epileptic encephalopathy, early infantile, 41	NCBI curation	C4310717		617105	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 42	NCBI curation	C4310716		617106	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 43	NCBI curation	C4310712		617113	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 44	NCBI curation	C4310700		617132	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 45	NCBI curation	C4310691		617153	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 46	NCBI curation	C4310687		617162	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 47	NCBI curation	C4310685		617166	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 48	NCBI curation	C4310637		617276	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 49	NCBI curation	C4310635		617281	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 50	NCBI curation	C4225320		616457	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 51	NCBI curation	C4479208		617339	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 52	NCBI curation	C4479236		617350	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 53	NCBI curation	C4479313		617389	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 54	NCBI curation	C4479319		617391	20 Jun 2017	Disease
EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 56	OMIM	C4540034	617665	617665	21 Sep 2017	Disease
EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 57	OMIM	C4540411	617771	617771	22 Nov 2017	Disease
EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 58	OMIM	C4693367	617830	617830	24 Jan 2018	Disease
EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 60	OMIM	C4693663	617929	617929	07 Apr 2018	Disease
EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 63	OMIM	C4693810	617976	617976	17 May 2018	Disease
EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 64	OMIM	C4693899	618004	618004	06 Jun 2018	Disease
EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 65	OMIM	C4693925	618008	618008	07 Jun 2018	Disease
EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 66	OMIM	CN252658	618067	618067	04 Aug 2018	Disease
EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 67	OMIM	CN257927	618141	618141	07 Oct 2018	Disease
EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 68	OMIM	CN257487	618201	618201	30 Nov 2018	Disease
EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 69	OMIM	CN258122	618285	618285	20 Jan 2019	Disease
EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 70	OMIM	CN258149	618298	618298	26 Jan 2019	Disease
EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 1	OMIM	C4540199	617711	617711	24 Jan 2018	Disease
EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 2	OMIM	C4693362	617829	617829	24 Jan 2018	Disease
EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 3	OMIM	C4693934	618012	618012	16 Jun 2018	Disease
epileptic encephalopathy. Congenital retinopathy. Profound developmental delay and arrest of development.	Department of Women and Children's Health,University of New South Wales	CN235540			16 Mar 2016	Finding
Epileptic spasms	Human Phenotype Ontology	C1527366	HP:0011097		16 Feb 2016	Finding
Epileptiform EEG discharges	Human Phenotype Ontology	C4023491	HP:0011182		16 Feb 2016	Finding
Epimerase deficiency	Office of Rare Diseases		6362		16 Feb 2016	Disease
Epimetaphyseal dysplasia cataract	Office of Rare Diseases		2175		16 Feb 2016	Disease
Epimetaphyseal skeletal dysplasia	Office of Rare Diseases		2176		16 Feb 2016	Disease
Epiphyseal chondrodysplasia, miura type	NCBI curation	C4014690		615923	16 Feb 2016	Disease
Epiphyseal deformities of tubular bones	Human Phenotype Ontology	C1854786	HP:0003053		16 Feb 2016	Finding
Epiphyseal dysplasia	Human Phenotype Ontology	C0392476	HP:0002656		16 Feb 2016	Finding
Epiphyseal dysplasia dysmorphism camptodactyly	Office of Rare Diseases		2177		16 Feb 2016	Disease
Epiphyseal dysplasia hearing loss dysmorphism	Office of Rare Diseases		2178		16 Feb 2016	Disease
Epiphyseal dysplasia of femoral head, myopia, and deafness	NCBI curation	C1856918		226950	16 Feb 2016	Disease
Epiphyseal dysplasia, baumann type	NCBI curation	C1835830		610797	16 Feb 2016	Disease
Epiphyseal dysplasia, multiple, 1, severe	NCBI curation	C4016660			16 Feb 2016	Disease
Epiphyseal dysplasia, multiple, 3, with myopathy	NCBI curation	C3152083			16 Feb 2016	Disease
EPIPHYSEAL DYSPLASIA, MULTIPLE, 7	OMIM	C4540251	617719	617719	16 Oct 2017	Disease
Epiphyseal dysplasia, multiple, with miniepiphyses	NCBI curation	C1836307		609325	16 Feb 2016	Disease
Epiphyseal dysplasia, multiple, with myopia and conductive deafness	NCBI curation	C1851536		132450	16 Feb 2016	Disease
Epiphyseal dysplasia, multiple, with severe proximal femoral dysplasia	NCBI curation	C1836315		609324	16 Feb 2016	Disease
Epiphyseal dysplasia, ribbing type	NCBI curation				16 Feb 2016	Disease
Epiphyseal stippling	Human Phenotype Ontology	C1859126	HP:0010655		16 Feb 2016	Finding
Epiphyseal stippling of finger phalanges	Human Phenotype Ontology	C4021304	HP:0010237		16 Feb 2016	Finding
Epiphyseal stippling of the first metacarpal	Human Phenotype Ontology	C4021345	HP:0010024		16 Feb 2016	Finding
Epiphyseal stippling of the humerus	Human Phenotype Ontology	C4021711	HP:0003902		16 Feb 2016	Finding
Epiphyseal stippling of the metacarpals	Human Phenotype Ontology	C4021514	HP:0009195		16 Feb 2016	Finding
Epiphyseal stippling of toe phalanges	Human Phenotype Ontology	C4021332	HP:0010171		16 Feb 2016	Finding
Epiphyseal streaking	Human Phenotype Ontology	C1858039	HP:0004990		16 Feb 2016	Finding
Epiretinal membrane	Human Phenotype Ontology	C0339543	HP:0100014		16 Feb 2016	Finding
epirubicin response - Efficacy	PharmGKB		1446897383PA449476		06 Jul 2018	Pharmacological response
Episcleritis	Human Phenotype Ontology	C0014583	HP:0100534		16 Feb 2016	Finding
Episodic abdominal pain	Human Phenotype Ontology	C3808022	HP:0002574		16 Feb 2016	Finding
Episodic ammonia intoxication	Human Phenotype Ontology	C1839541	HP:0001951		16 Feb 2016	Finding
Episodic ataxia	Office of Rare Diseases	C1720189	9851		16 Feb 2016	Disease
Episodic ataxia	Human Phenotype Ontology	C1720189	HP:0002131		16 Feb 2016	Disease
Episodic ataxia	Undiagnosed Diseases Network,NIH	C1720189			16 Feb 2016	Disease
Episodic ataxia type 1	SNOMED CT	C1719788	421182009	160120	16 Feb 2016	Disease
Episodic Ataxia Type 10	Genetic Testing Registry (GTR)	CN230101	GTR000522443		16 Feb 2016	Disease
Episodic Ataxia Type 10	CeGaT GmbH	CN230101			16 Feb 2016	Disease
Episodic Ataxia Type 11	Genetic Testing Registry (GTR)	CN230102	GTR000522443		16 Feb 2016	Disease
Episodic Ataxia Type 11	CeGaT GmbH	CN230102			16 Feb 2016	Disease
Episodic Ataxia Type 12	Genetic Testing Registry (GTR)	CN230103	GTR000522443		16 Feb 2016	Disease
Episodic Ataxia Type 12	CeGaT GmbH	CN230103			16 Feb 2016	Disease
Episodic ataxia type 2	SNOMED CT	C1720416	420932006	108500	16 Feb 2016	Disease
Episodic ataxia type 2	Office of Rare Diseases	C1720416	9602	108500	16 Feb 2016	Disease
Episodic ataxia type 2	UCLA Clinical Genomics Center, UCLA	C1720416		108500	16 Feb 2016	Disease
Episodic Ataxia Type 9	Genetic Testing Registry (GTR)	CN230100	GTR000522443		16 Feb 2016	Disease
Episodic Ataxia Type 9	CeGaT GmbH	CN230100			16 Feb 2016	Disease
Episodic ataxia, type 2, and epilepsy	NCBI curation	C4016713			16 Feb 2016	Disease
Episodic ataxia, type 3	NCBI curation	C1847839		606554	16 Feb 2016	Disease
Episodic ataxia, type 4	NCBI curation	C1847843		606552	16 Feb 2016	Disease
Episodic ataxia, type 5	NCBI curation	C1866039		613855	16 Feb 2016	Disease
Episodic ataxia, type 6	NCBI curation	C2675211		612656	16 Feb 2016	Disease
Episodic ataxia, type 7	NCBI curation	C2677843		611907	16 Feb 2016	Disease
Episodic ataxia, type 8	NCBI curation	C4015108		616055	16 Feb 2016	Disease
